EXT_SOURCE_2,EXT_SOURCE_3,PAYMENT_RATE,DAYS_BIRTH,EXT_SOURCE_1,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,INSTAL_DBD_MEAN,ANNUITY_INCOME_PERC,AMT_ANNUITY,DAYS_LAST_PHONE_CHANGE,ACTIVE_DAYS_CREDIT_UPDATE_MEAN,REGION_POPULATION_RELATIVE,INSTAL_DAYS_ENTRY_PAYMENT_MAX,INCOME_CREDIT_PERC,INSTAL_AMT_PAYMENT_MIN,CLOSED_DAYS_CREDIT_MAX,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,PREV_APP_CREDIT_PERC_VAR,INSTAL_DBD_MAX,INSTAL_DBD_SUM,BURO_DAYS_CREDIT_VAR,CLOSED_DAYS_CREDIT_ENDDATE_MAX,ACTIVE_DAYS_CREDIT_MAX,INCOME_PER_PERSON,PREV_HOUR_APPR_PROCESS_START_MEAN,BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,CLOSED_AMT_CREDIT_SUM_MEAN,POS_NAME_CONTRACT_STATUS_Active_MEAN,ACTIVE_DAYS_CREDIT_VAR,CLOSED_DAYS_CREDIT_UPDATE_MEAN,PREV_CNT_PAYMENT_MEAN,PREV_APP_CREDIT_PERC_MEAN,INSTAL_AMT_PAYMENT_MEAN,INSTAL_DPD_MEAN,PREV_AMT_ANNUITY_MIN,PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,INSTAL_AMT_INSTALMENT_MAX,HOUR_APPR_PROCESS_START,TOTALAREA_MODE,INSTAL_PAYMENT_PERC_VAR,PREV_NAME_TYPE_SUITE_nan_MEAN,PREV_NAME_YIELD_GROUP_middle_MEAN,PREV_RATE_DOWN_PAYMENT_MEAN,TARGET
0.76407456,0.1411151,0.06764286,87,0.5021294,-2822.0,-1007.0,42,31.631578,0.43707693,25569.0,-41.0,-16.333334,0.035792,-25.0,0.15476191,1595.835,-625.0,284.0,0.0041090283,76.0,601.0,591162.25,-325.0,-251.0,19500.0,11.833333,5242.4604,75539.0,0.95,78457.336,-1043.5555,10.0,1.0555136,4853.6455,0.0,1595.835,0.0,8948.025,15,0.1025479,0.0,0.6666667,0.0,0.054417554,0
0.74345773,0.74079907,0.042366337,-110,0.5021294,-5826.0,-5500.0,-45,6.28,0.09508889,19255.5,-1385.0,-6.5,0.072508,-423.0,0.44554454,7320.24,-426.0,681.0,0.20601016,27.0,157.0,586835.5,1400.0,-207.0,101250.0,10.4,0.0,460955.25,0.86206895,22050.0,-772.0,6.8,0.80345035,16983.195,0.0,7320.24,0.4,25899.39,9,0.0189,0.0,0.6,0.6,0.10890909,0
0.30038634,0.4614824,0.04246395,-74,0.7975291,-1617.0,-160.0,46,9.673913,0.1598375,57541.5,-1978.0,-305.25,0.010643,-21.0,0.26566952,623.205,-639.0,-157.0,0.013112419,36.0,890.0,667104.0,-364.0,-49.0,180000.0,13.769231,0.0,286289.2,0.9506173,436745.6,-949.875,10.25,1.0141348,29053.1,0.02173913,6403.86,0.30769232,270147.16,17,0.1025479,0.010428258,0.3846154,0.15384616,0.087481484,0
0.25448188,0.22009465,0.05,38,0.5021294,-1907.0,-9081.0,113,7.0,0.15,13500.0,-168.0,-18.5,0.00702,-23.0,0.33333334,10771.785,-522.0,335.0,0.07275849,10.0,35.0,80688.0,-157.0,-30.0,45000.0,12.0,5242.4604,81976.5,1.0,121032.0,-109.0,24.0,0.9676771,10771.785,0.0,10771.785,0.0,10771.785,12,0.1025479,0.0,0.0,1.0,0.09609039,0
0.69959384,0.6754133,0.042602465,100,0.54053783,-2384.1423,-8799.0,13,2.1052632,0.26215,23593.5,-2591.0,-31.0,0.019101,-2223.0,0.16251178,0.045,-1188.0,-23.0,0.07275849,10.0,40.0,620165.4,-439.0,-616.0,90000.0,10.0,5242.4604,206925.0,1.0,79544.336,-759.3333,12.0,1.1111112,2787.75,9.842105,4182.255,0.0,4182.255,10,0.1025479,0.23528652,0.0,0.0,0.10890909,0
0.6365621,0.5424451,0.052607045,80,0.5021294,-2558.0,-3976.0,11,6.0555553,0.17411429,27423.0,-1035.0,-71.0,0.025164,-743.0,0.3021409,14631.435,-1329.0,820.0,0.009797671,16.0,109.0,815388.8,344.0,-153.0,78750.0,12.5,1125.0,579393.3,0.9,307208.47,-1437.0,16.0,0.972321,34617.27,0.055555556,14687.1,0.0,275861.38,16,0.1025479,0.0,0.0,0.0,0.10280625,0
0.32605952,0.63303167,0.044049505,-126,0.5021294,-1686.0,-5789.0,94,10.787879,0.17796,20020.5,-904.0,-444.0,0.028663,-37.0,0.24752475,28.53,-686.0,-330.0,0.0061131194,39.0,712.0,403552.53,-502.0,-873.0,112500.0,9.5,1354.5,50141.84,0.9558824,307208.47,-1100.0,25.2,0.8973616,13438.191,0.3030303,2271.42,0.5,192471.61,13,0.0531,0.057121523,0.5,0.16666667,0.050034806,0
0.27574542,0.5108563,0.048476104,-15,0.5021294,-140.0,-3765.0,119,3.5714285,0.1915,17235.0,0.0,-132.19705,0.0228,-392.0,0.25313893,2.43,-907.4482,1011.9233,0.07275849,15.0,50.0,490517.25,774.7538,-416.93738,90000.0,7.0,5242.4604,257651.02,0.8666667,307208.47,-827.34595,6.0,1.0,6352.804,4.785714,11993.67,0.0,23807.97,12,0.1025479,0.07125447,1.0,0.0,0.0,1
0.5992677,0.2213352,0.033175457,-115,0.5021294,-3260.0,-4165.0,-125,6.3818183,0.29003802,34326.0,-1068.0,-22.0,0.016612,-10.0,0.11438314,9.72,-445.0,-4.0,0.15955448,20.0,351.0,814171.7,-163.0,-371.0,29587.5,12.5,0.0,36292.5,0.8518519,6962.0,-674.5,7.2,0.70827115,5540.629,0.5272727,4147.605,0.0,71663.72,17,0.1025479,0.03426823,0.6666667,0.16666667,0.046601355,0
0.42442608,0.29708663,0.041242838,-7,0.729962,-498.0,-1041.0,-117,4.3333335,0.051177777,10363.5,-300.0,-25.0,0.010966,-21.0,0.80587393,17945.1,-28.0,719.0,0.013657989,13.0,26.0,554909.9,9702.0,-128.0,67500.0,17.75,15324.75,208587.0,1.0,380192.0,-598.2222,42.0,0.9173623,17945.1,0.16666667,10120.005,0.25,17945.1,9,0.0622,0.0,0.5,0.0,0.08192415,0
0.6369212,0.5108563,0.05,-85,0.5021294,-888.0,-2135.0,-52,10.857142,0.08,9000.0,-244.0,-132.19705,0.035792,-44.0,0.625,5866.605,-1524.0,1011.9233,0.07275849,18.0,76.0,490517.25,-1159.0,-416.93738,28125.0,14.0,3550.995,40450.5,1.0,307208.47,-1189.0,12.0,0.9044527,5866.605,0.0,5866.605,0.0,5866.605,11,0.1025479,0.0,0.0,1.0,0.0,0
0.7245763,0.63470554,0.10305113,-8,0.61232656,-8479.0,-11367.0,-67,7.6511626,0.3418,23071.5,-1940.0,-319.66666,0.020246,-378.0,0.3014954,80.73,-560.0,-1172.0,0.010066087,62.0,658.0,663607.25,-13.0,-389.0,22500.0,10.888889,0.0,126222.195,0.89534885,244753.0,-1399.5,25.5,0.96629316,34544.13,2.7441862,3473.37,0.5555556,755069.56,11,0.2006,0.100828804,0.44444445,0.11111111,0.059785087,0
0.24274342,0.57796913,0.05,-19,0.18566431,-804.0,-1727.0,64,7.2380953,0.11818182,29250.0,0.0,-9.0,0.032561,-49.0,0.42307693,69.57,-1741.0,624.0,0.0111002745,39.0,760.0,1234955.6,-451.0,-107.0,123750.0,10.833333,0.0,931500.0,0.962963,450.0,-872.5,22.0,0.8515671,23964.707,1.5333333,22500.0,0.5,458404.75,14,0.2138,0.13177635,0.33333334,0.16666667,0.0,1
0.48756725,0.5108563,0.044296402,-76,0.57105243,-2384.1423,-2426.0,-69,6.8474574,0.2032,22860.0,-1121.0,-132.19705,0.020713,-21.0,0.21799411,0.045,-1497.0,1011.9233,0.00301565,25.0,404.0,490517.25,-1132.0,-416.93738,56250.0,8.3125,0.0,102523.5,0.91935486,307208.47,-1223.0,34.6,0.91355366,41867.71,0.27118644,2218.455,0.1875,902353.0,5,0.1025479,0.04899974,0.4375,0.0,0.0,0
0.7244933,0.62799084,0.057838958,-31,0.46763805,-5272.0,-1932.0,16,11.589744,0.03853,17338.5,-2853.0,-32.333332,0.006008,-36.0,1.5011408,6000.03,-2301.0,390.0,0.28982136,19.0,452.0,1514380.1,-1195.0,-323.0,90000.0,15.4,0.0,271500.0,0.96153843,1.0,-1577.3334,22.0,0.7722808,64339.656,0.0,5625.0,0.4,158150.88,9,0.1025479,2.5061784,0.6,0.2,0.21795735,0
0.6567541,0.6380435,0.039774563,93,0.63562864,-4571.0,-9431.0,-96,14.4375,0.11061798,44302.5,-839.0,-40.0,0.04622,-30.0,0.3595669,3906.63,-1577.0,192.0,0.017548356,64.0,924.0,870125.6,-1211.0,-51.0,200250.0,13.0,0.0,50720.566,0.9402985,1105584.5,-2113.8333,24.0,0.96682787,24997.186,0.0,3906.63,0.75,45731.07,14,0.0107,0.0,0.0,0.25,0.110106684,0
0.043938994,0.49386287,0.04445413,-67,0.5021294,-2384.1423,-4975.0,42,2.98,0.10536667,14224.5,0.0,-27.666666,0.018209,-12.0,0.42189938,9.0,-347.0,185.0,0.00340667,31.0,149.0,267357.9,-359.0,-40.0,67500.0,8.5,4316.145,145310.14,0.9583333,54547.0,-629.25,13.5,0.95408946,14867.212,0.58,6750.0,0.0,76170.83,10,0.1025479,0.041306406,0.75,0.0,0.08192415,0
0.6083436,0.5744466,0.05,1,0.5809309,-4274.0,-162.0,-47,13.625,0.12,13500.0,-721.0,-12.5,0.028663,-491.0,0.41666666,8138.61,-483.0,1082.0,0.07275849,23.0,109.0,324405.16,247.0,-686.0,112500.0,17.0,1469.7,133532.36,0.9,88620.5,-750.0909,10.0,0.91909236,10081.131,0.0,8138.61,0.0,23678.775,13,0.0809,0.0,0.0,1.0,0.0,0
0.0629073,0.18629295,0.09211394,-107,0.5021294,-1729.0,-676.0,56,1.85,0.16002439,29524.5,-303.0,-40.5,0.04622,-11.0,0.5756244,84.645,-907.4482,561.0,0.008090247,10.0,37.0,9800.0,774.7538,-402.0,46125.0,15.333333,5242.4604,257651.02,1.0,9800.0,-827.34595,4.0,0.96707124,5678.831,0.85,2250.0,0.0,17855.324,13,0.1961,0.046321943,0.0,0.33333334,0.102230124,0
0.1430236,0.5108563,0.07900618,-2,0.5021294,-1292.0,-413.0,100,5.45,0.40728,45819.0,-910.0,-132.19705,0.006852,-9.0,0.19398491,9.9,-907.4482,1011.9233,0.016730484,35.0,218.0,490517.25,774.7538,-416.93738,37500.0,8.714286,5242.4604,257651.02,0.94736844,307208.47,-827.34595,28.5,0.8311397,5971.8545,0.45,8779.5,0.14285715,9485.775,6,0.1025479,0.098499864,0.71428573,0.0,0.0,0
0.60578245,0.7463002,0.05,-99,0.22212656,-645.0,-4409.0,63,22.4,0.1375,12375.0,-2144.0,-35.0,0.030755,-370.0,0.36363637,46.98,-728.0,1011.9233,0.02614293,85.0,672.0,387683.8,-544.0,-778.0,90000.0,16.5,0.0,40650.254,0.8787879,307208.47,-773.25,11.0,0.9731209,16457.28,1.4666667,9248.49,0.0,109333.58,13,0.1025479,0.062216077,0.5,0.25,0.05469997,0
0.69107974,0.44005784,0.026479218,115,0.5021294,-9354.0,-3219.0,-114,7.5,0.2527,34114.5,-1368.0,-28.333334,0.011703,-433.0,0.10478519,4410.855,-749.0,537.0,0.001256827,12.0,15.0,594677.06,9025.0,-156.0,67500.0,16.5,0.0,190151.55,0.75,167088.0,-1066.5,6.0,0.97493184,11991.465,0.0,4410.855,0.0,19572.074,16,0.0425,0.0,1.0,0.0,0.0,0
0.21351093,0.20092608,0.046822272,-107,0.80063283,-7074.0,-11065.0,-38,41.5,0.222,29970.0,-185.0,-70.5,0.030755,-33.0,0.21091114,4194.315,-449.0,7.0,0.07275849,66.0,166.0,600191.94,31186.0,-175.0,33750.0,16.0,0.0,72633.37,0.8,121697.71,-592.0,10.0,1.0,9991.834,0.0,4194.315,0.0,27384.39,11,0.0662,0.0,1.0,0.0,0.0,0
0.043241587,0.62967426,0.0293612,56,0.5021294,-2384.1423,-6135.0,-111,11.764706,0.46453333,31356.0,0.0,-387.75,0.018801,-14.0,0.0632058,4863.78,-743.0,-338.0,0.0061681224,16.0,200.0,33822.0,-192.0,-286.0,33750.0,15.25,0.0,122269.5,1.0,25112.25,-534.0,21.0,0.99946487,4863.78,0.0,4863.78,0.0,4863.78,11,0.1025479,0.0,1.0,0.25,0.056776445,0
0.27203584,0.7992968,0.05,19,0.34288147,-1019.0,-381.0,85,12.26564,0.1,9000.0,0.0,-132.19705,0.025164,-327.7884,0.5,5198.1606,-2036.0,1011.9233,0.07275849,37.84903,390.6451,96564.0,-1193.0,-416.93738,90000.0,12.661583,0.0,120195.0,0.90468615,307208.47,-1066.6666,14.530787,0.96875226,18754.361,1.0654914,7864.341,0.2845134,136339.33,16,0.2252,20770.508,0.47940668,0.25491133,0.08192415,0
0.6028124,0.5108563,0.10799,-28,0.45770103,-566.0,-928.0,65,10.454545,0.23997778,48595.5,-423.0,-132.19705,0.04622,-124.0,0.45,1009.08,-907.4482,1011.9233,0.022470357,33.0,115.0,490517.25,774.7538,-416.93738,101250.0,14.333333,5242.4604,257651.02,0.90909094,307208.47,-827.34595,12.0,1.005115,8354.757,0.27272728,7731.135,0.6666667,22322.115,10,0.1269,0.06821195,0.33333334,0.6666667,0.10890909,0
0.415812,0.18088798,0.05,-77,0.16660707,-1300.0,-4976.0,-118,16.1,0.05,9000.0,-1045.0,-15.0,0.01885,-52.0,1.0,7302.555,-427.0,27435.0,0.00246726,19.0,161.0,101088.25,-17.0,-269.0,90000.0,15.8,0.0,106309.5,0.90909094,307208.47,-228.33333,3.6,1.0332994,13961.759,0.0,4500.0,0.0,67155.3,18,0.1342,0.0,0.8,0.0,0.10643878,1
0.4899988,0.5531647,0.050795946,-10,0.40757975,-2894.0,-3095.0,-119,11.688889,0.22464,25272.0,-564.0,-34.0,0.020713,-21.0,0.22612156,6.84,-1645.0,79.0,0.08381181,59.0,526.0,1499080.4,-1461.0,-106.0,37500.0,11.777778,5242.4604,134257.5,0.9019608,307208.47,-1340.0,13.666667,1.0427512,15383.797,0.08888889,2250.0,0.3888889,119415.28,19,0.1014,0.022203127,0.33333334,0.33333334,0.1793193,0
0.0741587,0.5108563,0.07972642,94,0.27138796,-430.0,-1686.0,69,2.3636363,0.1157037,14058.0,0.0,-132.19705,0.025164,-8.0,0.68905675,9235.98,-907.4482,1011.9233,0.07275849,15.0,26.0,490517.25,774.7538,-416.93738,60750.0,11.0,5242.4604,257651.02,0.90909094,307208.47,-827.34595,12.0,0.9045024,9235.98,0.0,9235.98,0.0,9235.98,10,0.1025479,0.0,1.0,0.0,0.0,0
0.7168207,0.5108563,0.039788164,-20,0.52904326,-1562.0,-7275.0,50,9.166667,0.17806,40063.5,-260.0,-132.19705,0.006296,-90.0,0.2234537,4120.56,-907.4482,1011.9233,0.07275849,12.0,55.0,490517.25,774.7538,-416.93738,112500.0,16.0,5242.4604,257651.02,1.0,307208.47,-827.34595,6.0,1.1799555,4120.5977,0.0,4120.605,1.0,4120.605,10,0.0663,0.0,0.0,0.0,0.20800655,0
0.26900652,0.30314636,0.044608,-15,0.7696397,-3457.0,-1921.0,-101,1.5555556,0.114969075,50184.0,-1707.0,-11.0,0.002042,-108.0,0.388,698.67,-675.0,137.0,0.004115226,30.0,70.0,635270.5,30967.0,-113.0,218250.0,16.0,2500.38,578842.8,0.9375,499846.34,-773.2,26.666666,1.037037,75437.71,0.044444446,11820.825,1.0,1698567.1,18,0.1025479,0.021726139,0.0,0.33333334,0.054454546,0
0.22857085,0.34252888,0.05,-115,0.5021294,-1034.0,-7777.0,-49,16.8,0.0625,11250.0,0.0,-126.5,0.007305,-41.0,0.8,6156.315,-361.0,-80.0,0.07275849,19.0,84.0,19113.666,-57.0,-146.0,90000.0,12.0,0.0,54996.254,0.8333333,15664.5,-84.5,10.0,1.0,6156.315,0.0,6156.315,0.0,6156.315,13,0.3003,0.0,1.0,0.0,0.0,1
0.7554136,0.5108563,0.05,41,0.5021294,-2384.1423,-10652.0,106,10.714286,0.13333334,9000.0,-411.0,-132.19705,0.022625,-67.0,0.375,225.0,-476.0,1011.9233,0.0,25.0,225.0,14450.0,-80.0,-416.93738,67500.0,12.166667,5242.4604,80990.08,1.0,307208.47,-363.0,4.0,1.0,25570.072,0.0,0.0,0.16666667,225000.0,9,0.0156,0.0,0.8333333,0.0,0.0,0
0.7157942,0.5460232,0.051359672,-72,0.5021294,-798.0,-10085.0,29,29.0,0.123425,22216.5,-1164.0,-19.0,0.003122,-208.0,0.4161205,3.69,-663.0,252.0,0.00022532867,101.0,725.0,1280573.8,-298.0,-113.0,90000.0,13.0,7438.5,92816.055,0.9166667,307208.47,-1107.5,11.0,1.0106144,4852.2114,1.56,3108.69,0.0,7519.86,13,0.1025479,0.107565716,0.5,0.5,0.050457664,0
0.68798536,0.8193177,0.038022988,-91,0.5021294,-2384.1423,-4928.0,-18,19.136364,0.1654,14886.0,-925.0,-132.19705,0.009334,-51.0,0.22988506,5310.225,-1975.0,1011.9233,0.007513289,90.0,421.0,490517.25,-1610.0,-416.93738,45000.0,12.666667,5930.64,84411.0,0.9166667,307208.47,-1609.0,26.0,0.9666586,28081.207,0.0,8920.935,0.33333334,100608.12,10,0.1025479,3.1758912,0.33333334,0.6666667,0.054454546,0
0.5598656,0.5108563,0.04883999,27,0.18944645,-2319.0,-81.0,-43,6.030303,0.23156667,31261.5,0.0,-132.19705,0.006008,-720.0,0.21091114,2136.6,-907.4482,1011.9233,0.013589497,33.0,199.0,490517.25,774.7538,-416.93738,45000.0,15.333333,5242.4604,257651.02,0.93939394,307208.47,-827.34595,17.0,0.94634527,7068.614,0.24242425,5905.17,0.0,27052.92,12,0.071,0.031836476,0.33333334,0.0,0.03380295,0
0.6461388,0.6041126,0.048226308,83,0.6549754,-974.0,-13624.0,-10,13.4,0.39153334,52857.0,-913.0,-23.25,0.032561,-623.0,0.12317293,17147.115,-921.0,25.0,0.07275849,22.0,134.0,98660.8,912.0,-157.0,45000.0,18.0,5242.4604,90000.0,0.90909094,102419.664,-333.0,12.0,1.0,18842.35,0.0,17147.115,1.0,34099.47,16,0.0732,0.0,0.0,1.0,0.0,0
0.40578762,0.28224844,0.06761538,103,0.62011546,-535.0,-897.0,0,7.5660377,0.039066665,7911.0,-381.0,-31.0,0.026392,-7.0,1.7307693,5835.87,-458.0,453.0,0.030449381,49.0,401.0,16200.0,-367.0,-278.0,101250.0,12.307693,0.0,155493.0,0.9375,307208.47,-331.0,17.75,0.9792421,25396.85,0.0,5855.895,0.07692308,134195.94,12,0.2322,16.344347,0.6923077,0.23076923,0.15791309,0
0.5494247,0.833787,0.0951278,-91,0.5021294,-3299.0,-12445.0,-35,5.5267177,0.5010667,67644.0,-965.0,-132.19705,0.00702,-12.0,0.18985058,11.79,-1744.0,1011.9233,0.14197537,51.0,724.0,64773.57,-1366.0,-416.93738,135000.0,12.166667,0.0,87073.42,0.9148936,307208.47,-1501.7142,8.333333,0.7616322,10322.75,0.06870229,4584.105,0.6666667,51571.17,11,0.0028,0.0150708025,0.16666667,0.0,0.0,0
0.5988265,0.8214433,0.02884866,-34,0.5021294,-5894.0,-42.0,69,12.26564,0.12657143,19935.0,0.0,-79.0,0.018029,-327.7884,0.22792394,5198.1606,-1039.0,307.0,0.07275849,37.84903,390.6451,213397.14,-348.0,-217.0,157500.0,12.661583,0.0,122249.6,0.90468615,101409.336,-676.25,14.530787,0.96875226,18754.361,1.0654914,7864.341,0.2845134,136339.33,9,0.01,20770.508,0.47940668,0.25491133,0.08192415,0
0.6487842,0.5424451,0.03476,64,0.8168319,-2384.1423,-1572.0,-86,7.5333333,0.1782564,62568.0,-816.0,-50.333332,0.030755,-313.0,0.195,4937.4,-907.4482,514.0,0.0015340446,29.0,113.0,37225.0,774.7538,-360.0,175500.0,14.0,5242.4604,257651.02,0.8125,37225.0,-827.34595,27.0,1.0276952,147858.4,0.06666667,4937.4,0.5,778032.9,9,0.0556,5.7667274,0.5,0.5,0.104001954,0
0.65743405,0.49927202,0.036313515,22,0.84508276,-4289.0,-388.0,117,5.8615384,0.0865,11677.5,-627.0,-132.19705,0.018634,-2.0,0.4198094,124.02,-954.0,1011.9233,0.009361578,36.0,381.0,765136.3,31170.0,-416.93738,67500.0,15.25,5242.4604,409297.5,0.969697,307208.47,-831.3333,28.8,0.9048465,25189.447,0.03076923,2250.0,0.625,197329.6,11,0.1657,1.5701412,0.375,0.0,0.0,0
0.65171343,0.832785,0.057746746,-59,0.5021294,-7086.0,-1247.0,12,14.190476,0.0612,22032.0,0.0,-19.0,0.019101,-425.0,0.94357425,14024.025,-1023.0,985.0,0.047465164,24.0,298.0,482766.25,8832.0,-541.0,90000.0,13.833333,0.0,656562.2,0.84615386,45000.0,-1488.2858,21.6,1.0462515,74690.7,0.23809524,14024.025,0.16666667,727978.7,12,0.0556,0.0,0.33333334,0.0,0.21392354,0
0.3271994,0.23661083,0.054492373,69,0.3972112,-4907.0,-6579.0,-110,15.625,0.3229,29061.0,-29.0,-21.333334,0.018029,-29.0,0.16875929,2250.0,-907.4482,67.0,0.030419504,17.0,125.0,256721.33,774.7538,-27.0,22500.0,7.4,5242.4604,257651.02,0.90468615,256721.33,-827.34595,18.0,0.89930326,2250.0,0.0,2250.0,0.0,2250.0,3,0.1025479,0.0,0.6,0.2,0.0,0
0.058695633,0.19747451,0.042589147,72,0.21945156,-3824.0,-4856.0,12,12.2,0.2747,24723.0,0.0,-26.4,0.015221,-73.0,0.15503876,9083.97,-410.0,73.0,0.001400511,38.0,305.0,946736.6,1310.0,-93.0,30000.0,12.2,2967.9468,143183.23,0.9259259,216320.3,-677.0,8.0,0.98664576,16750.693,0.0,2250.0,1.0,50457.645,11,0.2078,0.0,0.0,0.4,0.027682653,1
0.38886565,0.5108563,0.09887429,-104,0.7249304,-230.0,-8428.0,-23,4.4615383,0.17566666,9486.0,-2136.0,-132.19705,0.025164,-1860.0,0.5628518,3229.56,-907.4482,1011.9233,0.07275849,25.0,58.0,490517.25,774.7538,-416.93738,27000.0,14.0,5242.4604,257651.02,0.9285714,307208.47,-827.34595,12.0,1.0792952,4752.5264,2.7692308,3229.56,0.0,11760.615,15,0.1025479,0.0,0.0,0.0,0.15779352,0
0.6560241,0.6690567,0.02937303,-110,0.5021294,-1887.0,-4966.0,37,6.2475247,0.14075555,28503.0,-1787.0,-853.0,0.020713,-18.0,0.20868114,1.125,-1412.0,1011.9233,0.19351119,34.0,631.0,5419.0,-1167.0,-1285.0,202500.0,9.461538,5242.4604,102595.5,0.925,307208.47,-956.5,15.0,0.7112294,33842.55,0.13861386,19896.436,0.30769232,124402.37,7,0.0787,0.031976856,0.61538464,0.07692308,0.05863145,0
0.73060495,0.8061493,0.032420702,-103,0.5021294,-2384.1423,-9973.0,-39,7.1437125,0.14565,26217.0,-1.0,-616.0,0.005002,-4.0,0.22259322,1.26,-2602.0,-1641.0,0.07275849,30.0,1193.0,14576.333,-775.0,-2745.0,180000.0,14.333333,5605.9424,245541.33,0.6666667,307208.47,-1981.5,0.0,0.0,9339.098,0.0,9000.0,0.0,49500.0,18,0.1025479,0.0,1.0,0.0,0.08192415,0
0.6198115,0.8083936,0.0696,-1,0.66211295,-149.0,-6357.0,121,4.1904764,0.1392,12528.0,-1.0,-132.19705,0.009549,-32.0,0.5,154.035,-1319.0,1011.9233,0.009215546,32.0,352.0,490517.25,508.0,-416.93738,90000.0,15.333333,0.0,2097000.0,0.84615386,307208.47,-764.0,16.363636,0.99451244,21094.143,0.13095239,8555.085,0.25,415751.53,15,0.0305,0.011750118,0.6666667,0.6666667,0.14283368,0
0.042248428,0.5108563,0.035917357,-107,0.5021294,-2384.1423,-9763.0,-103,3.5,0.17831428,28084.5,-395.0,-132.19705,0.006852,-36.0,0.20142725,12715.2,-907.4482,1011.9233,0.07275849,18.0,42.0,490517.25,774.7538,-416.93738,78750.0,6.0,5242.4604,257651.02,1.0,307208.47,-827.34595,12.0,0.90447366,12720.48,0.083333336,12720.96,0.0,12720.96,10,0.1025479,0.0,1.0,1.0,0.0,0
0.6215413,0.13765447,0.073202774,92,0.5021294,-1824.0,-1338.0,97,9.767676,0.09808,22068.0,-1519.0,-36.166668,0.025164,-19.0,0.7463578,84.015,-508.0,26.0,0.21125662,41.0,967.0,18014.143,-372.0,-261.0,112500.0,13.0,0.0,105440.805,0.9139785,20665.5,-367.0,10.0,0.9784689,33978.887,0.7777778,4500.0,0.30769232,550512.1,14,0.0321,0.105665885,0.46153846,0.3846154,0.13622515,0
0.7013419,0.41184855,0.043093923,125,0.7367153,-1066.0,-4262.0,90,6.090909,0.13413346,33696.0,-59.0,-5.6666665,0.005313,-1977.0,0.3212765,4021.785,-2387.0,943.0,0.00011291875,19.0,134.0,333548.66,-2053.0,-1249.0,125606.25,18.5,6502.635,27110.25,0.9583333,451000.34,-852.0,11.0,1.0189793,4117.41,1.2727273,4076.1,0.5,4163.49,11,0.0575,0.0,0.0,0.0,0.10088486,0
0.24426204,0.58499,0.080628455,-100,0.5021294,-2152.0,-329.0,-35,29.5,0.16053125,23116.5,0.0,-10.0,0.010032,-618.0,0.50226015,6849.495,-1070.0,81.0,0.07275849,47.0,177.0,242888.67,-300.0,-103.0,72000.0,4.0,0.0,38746.453,0.875,307208.47,-683.6667,12.0,1.0,11542.2,0.0,6849.495,0.0,35005.727,5,0.0933,0.0,1.0,1.0,0.0,0
0.7564303,0.58674,0.05,109,0.5021294,-3333.0,-6506.0,-63,10.555555,0.15,16875.0,-285.0,-132.19705,0.010643,-52.0,0.33333334,19915.56,-413.0,1011.9233,0.0040580565,37.0,95.0,490517.25,-263.0,-416.93738,37500.0,16.0,5242.4604,61524.0,1.0,307208.47,-87.0,9.0,0.9549553,19915.56,0.0,2250.0,0.0,19915.56,17,0.0429,0.0,0.0,0.5,0.0,0
0.43408525,0.5108563,0.068946995,-62,0.5021294,-3739.0,-1398.0,-127,5.6,0.077,6930.0,-947.0,-132.19705,0.008866,-35.0,0.8954155,3.645,-907.4482,1011.9233,0.03586928,28.0,112.0,490517.25,774.7538,-416.93738,90000.0,14.333333,5242.4604,257651.02,0.8947368,307208.47,-827.34595,16.333334,0.89327323,9255.276,0.55,6015.105,0.11111111,14073.12,12,0.0129,0.13411945,0.5555556,0.11111111,0.10010719,0
0.7351896,0.50107515,0.027497381,48,0.5021294,-2384.1423,-1684.0,87,27.171429,0.2699143,42511.5,-2548.0,-78.0,0.028663,-2148.0,0.10187449,13.365,-1765.0,264.0,0.0067895562,57.0,951.0,710207.44,-1551.0,-452.0,78750.0,13.0,5242.4604,113520.0,0.8888889,26182.334,-936.0,11.0,0.9681658,7001.4937,1.4857143,3783.105,1.0,13434.93,11,0.1025479,0.055056088,0.0,0.0,0.05070851,0
0.65037704,0.5108563,0.04405,-46,0.7983856,-3909.0,-7778.0,74,6.0,0.110125,19822.5,-1977.0,-132.19705,0.04622,-1797.0,0.4,6806.16,-907.4482,1011.9233,0.07275849,11.0,36.0,490517.25,774.7538,-416.93738,180000.0,19.0,5242.4604,257651.02,0.85714287,307208.47,-827.34595,6.0,1.4285715,6811.1475,0.0,6812.145,0.0,6812.145,16,0.2269,0.0,1.0,0.0,0.32672727,0
0.5495384,0.08559545,0.033215564,94,0.4019935,-1294.0,-5121.0,32,11.76087,0.19366667,26145.0,-2001.0,-94.333336,0.006233,-506.0,0.17150894,136.035,-1021.0,-32.0,0.089776374,39.0,541.0,178549.67,-839.0,-129.0,45000.0,14.4,0.0,51979.5,0.9,141964.33,-992.0,8.8,1.1105567,9181.982,0.36956522,3318.165,0.6,15661.035,13,0.0967,0.0356355,0.2,0.2,0.21347246,0
